bad_customer,credit_balance_percent,age,num_of_group1_pastdue,debt_ratio,income,num_of_loans,num_of_times_late_90days,num_of_estate_loans,num_of_group2_pastdue,num_of_dependents
0,0.179342194,41,0,0.544491102,5000.0,8,0,1,0,3.0
0,0.024151519,67,1,0.086365454,2500.0,5,0,0,0,0.0
0,0.021560944,61,0,0.005267215,7783.0,7,0,0,0,0.0
0,0.9999999,55,0,0.034700315,950.0,2,0,0,1,0.0
0,0.283740887,45,0,0.421714664,12083.0,9,0,1,0,4.0
0,0.00948342,51,0,0.029950083,600.0,11,0,0,0,0.0
0,1.064759268,28,1,0.141301933,4500.0,3,3,0,0,0.0
0,0.180378308,56,0,0.344769593,2972.0,5,0,1,1,0.0
0,0.568660996,66,1,0.372477731,5500.0,7,0,1,0,0.0
0,0.516494502,27,2,0.215261579,3000.0,3,0,0,0,0.0
0,0.47619728,31,0,0.421577516,4411.0,9,0,0,0,2.0
0,0.09326717,34,0,0.107089291,10000.0,8,0,0,0,2.0
0,0.019849008,47,0,0.044912924,12000.0,4,0,0,0,2.0
0,0.04208015,70,0,0.150739704,2500.0,8,0,0,0,0.0
0,0.791683327,29,0,0.138145315,4183.0,5,0,0,0,0.0
0,0.9999999,57,0,0.094598569,10200.0,2,0,1,0,2.0
0,0.089663346,41,0,0.357928414,5000.0,5,0,2,0,0.0
0,0.283508417,30,1,665.0,,2,0,0,1,0.0
1,0.888807608,33,1,0.450129686,4240.0,5,0,1,0,2.0
0,0.073901296,64,2,8972.0,,11,0,3,0,2.0
0,0.488248709,48,1,0.664103057,5200.0,14,0,2,0,1.0
0,0.877537415,54,0,0.28928166,6166.0,7,0,0,0,0.0
0,0.96067191,37,5,0.624583664,6304.0,7,1,2,0,2.0
0,0.01913867,76,0,0.006727431,4607.0,6,0,0,0,0.0
1,0.350679254,55,3,6429.0,,17,0,4,0,0.0
0,0.941521058,46,3,0.274215723,8000.0,8,1,1,3,3.0
0,0.014212954,52,0,0.157501964,10183.0,5,0,1,0,1.0
0,0.994125566,40,0,1594.0,,9,0,2,0,0.0
0,0.9999999,42,0,0.093962415,2500.0,1,1,0,1,0.0
0,0.9999999,30,0,0.018854988,2916.0,2,0,0,0,2.0
0,0.0,81,0,0.0,6833.0,1,0,0,0,0.0
0,0.171821306,48,0,0.346778609,5478.0,11,0,2,0,2.0
0,0.407983681,44,0,0.069608735,4395.0,1,0,0,0,0.0
0,0.157201783,40,1,0.055990668,6000.0,6,0,0,0,1.0
0,0.043328519,69,0,10.0,,6,0,0,0,0.0
0,0.075773639,50,0,0.509926098,6900.0,20,0,1,0,1.0
1,0.467493389,51,1,460.0,,6,1,0,0,0.0
0,0.01510574,49,0,779.0,,6,0,2,0,0.0
0,0.122626777,61,0,2473.0,,11,0,2,0,1.0
0,0.9999999,58,0,0.0,9583.0,0,0,0,0,0.0
0,0.00710464,33,0,0.565973406,5865.0,8,0,1,0,0.0
0,0.183668185,52,0,0.418306142,8335.0,9,0,3,0,0.0
0,0.052727945,61,0,0.14734587,4200.0,7,0,1,0,1.0
0,0.211787592,54,1,6431.0,,10,0,2,0,0.0
0,0.077298002,45,0,0.134769231,6499.0,5,0,2,0,0.0
1,0.863348517,39,0,0.436412768,5920.0,12,0,1,0,3.0
0,0.028644237,56,0,0.247846515,2553.0,9,0,0,0,1.0
0,0.9999999,64,0,0.0,15100.0,0,0,0,0,3.0
1,0.905118602,76,2,0.820790816,1567.0,8,0,2,0,0.0
0,0.033765541,39,0,0.287967089,5833.0,5,0,2,0,2.0
0,0.9999999,55,0,4279.0,,9,0,4,0,0.0
0,0.064222963,45,0,311.0,,2,0,0,0,0.0
1,0.9999999,65,0,1106.0,,3,1,0,2,0.0
0,0.018786627,57,0,0.205617603,11997.0,14,0,2,0,1.0
0,0.859197181,39,0,0.22613993,10833.0,5,0,1,1,5.0
0,0.011450082,46,0,0.001665973,2400.0,2,0,0,0,2.0
0,0.154833807,40,0,0.22141333,7966.0,6,0,1,0,1.0
0,0.297753873,28,0,0.20199552,4910.0,5,0,0,0,0.0
0,0.119876285,60,0,98.80487805,40.0,10,0,2,0,0.0
0,0.019958437,45,0,2899.0,,8,0,1,0,5.0
0,0.109059189,68,0,76.0,,11,0,0,0,0.0
0,0.150030927,61,1,0.337205676,12825.0,14,0,3,0,1.0
0,0.213857428,40,0,0.221684154,3716.0,3,1,1,0,2.0
0,0.020525196,67,0,343.0,,6,0,1,0,0.0
0,0.03875845,63,0,0.006166153,12000.0,6,0,0,0,0.0
0,0.28947076,33,0,0.260415509,9000.0,7,0,2,0,3.0
0,0.001536607,62,0,491.0,0.0,10,0,0,0,0.0
0,0.038408509,63,0,591.0,,8,0,1,0,0.0
0,0.9999999,27,98,0.0,3000.0,0,98,0,98,0.0
0,0.054702964,58,0,1728.0,,8,0,1,0,0.0
0,0.050931636,31,0,0.347204493,3916.0,4,0,2,0,0.0
0,0.148967536,52,0,0.292235921,3000.0,9,0,1,0,0.0
0,0.995684665,48,1,0.836158192,2654.0,4,0,1,0,2.0
0,0.103689631,76,0,0.005437643,5700.0,1,0,0,0,0.0
0,0.072656388,28,0,0.270560191,7550.0,7,0,1,0,2.0
0,0.165720732,40,1,6701.0,,13,0,3,0,4.0
0,0.002551548,31,0,0.093635455,3000.0,7,0,0,0,0.0
0,0.022882638,39,0,790.0,,9,0,1,0,0.0
0,0.145428411,68,0,4774.0,,11,0,1,0,0.0
0,1.002913156,82,3,0.54295177,4830.0,8,0,1,0,0.0
0,0.134187829,53,0,0.968352789,3854.0,10,0,2,0,3.0
0,0.445974286,61,0,0.535496103,9493.0,15,0,1,0,0.0
0,0.05188275,83,0,27.0,,3,0,0,0,0.0
0,0.072837087,66,1,0.084027857,8758.0,10,0,0,0,0.0
0,0.149882727,38,0,0.339776556,5638.0,13,0,1,0,1.0
0,0.9999999,52,0,0.0,,1,0,0,0,0.0
1,0.26311235,48,0,0.397867378,3000.0,7,0,1,0,1.0
1,0.91289319,35,1,3324.0,,16,0,2,2,0.0
0,0.470573297,51,0,0.188310915,8400.0,5,0,0,0,1.0
0,0.548454295,27,1,0.362814719,3097.0,7,1,0,0,0.0
0,0.0,55,0,0.136772937,4108.0,9,0,0,0,1.0
0,0.526133988,31,0,0.43433955,5200.0,8,0,1,0,1.0
0,0.04513975,40,0,0.268780348,3500.0,6,0,0,0,0.0
0,0.141424531,51,0,1881.0,0.0,9,0,2,0,0.0
0,0.200532177,69,0,0.643905552,4700.0,12,0,2,0,0.0
0,0.155080681,66,1,0.095890411,10000.0,25,0,0,0,0.0
0,0.129060579,47,0,674.5,1.0,11,0,1,0,1.0
0,0.67955834,46,0,0.477391401,9000.0,8,0,1,0,3.0
0,0.0,57,0,0.413708298,9351.0,12,0,2,0,1.0
0,0.053863929,63,0,0.041648959,2352.0,6,0,0,0,0.0
0,0.003999385,56,0,0.317626527,4583.0,4,0,1,0,0.0
0,0.671571402,63,1,0.500146757,3406.0,11,0,2,0,0.0
0,0.004075459,26,0,0.526841448,800.0,11,0,0,0,0.0
0,0.136863137,21,0,0.004301075,929.0,2,0,0,0,0.0
0,0.842689552,48,0,0.273482002,16501.0,9,0,1,0,0.0
1,0.267233741,41,0,0.273171583,5728.0,6,0,1,0,3.0
0,0.9999999,47,0,0.0,,6,0,0,0,0.0
0,0.0,54,0,581.0,,4,0,0,0,0.0
1,0.374535758,65,1,0.461973055,2300.0,6,0,1,1,0.0
0,0.358973307,47,0,0.631007242,6075.0,24,0,3,0,2.0
0,0.385484572,25,0,0.131232361,2125.0,3,0,0,0,0.0
0,0.9999999,23,98,0.0,,0,98,0,98,
1,0.9999999,61,0,1344.0,,2,4,1,1,0.0
0,0.580420255,34,0,0.458120418,4500.0,7,0,1,0,0.0
0,0.9999999,60,1,0.439528024,3050.0,2,0,1,0,0.0
0,0.161919166,36,0,0.380269955,6000.0,9,0,2,0,2.0
1,0.898679617,62,0,1.108325596,3230.0,20,0,2,0,0.0
0,0.0,62,0,0.346007605,3155.0,15,0,1,0,1.0
0,0.100519888,77,0,121.0,,2,0,0,0,
0,0.22565413,43,0,3848.0,,10,0,2,0,0.0
0,0.040158441,49,0,0.963340122,5400.0,18,0,10,0,3.0
0,1.737541528,52,0,0.009372071,3200.0,2,1,0,0,0.0
0,0.064967516,26,0,0.141226819,700.0,2,0,0,0,0.0
0,0.015757576,78,0,0.198877306,3740.0,18,0,1,0,0.0
0,0.081302721,65,0,0.036659479,5100.0,8,0,0,0,0.0
0,0.221986646,43,0,0.637245233,6083.0,13,0,1,0,3.0
0,0.112272162,60,0,0.521815718,7379.0,9,0,3,0,0.0
0,0.0,48,0,0.090066716,21583.0,23,0,1,0,1.0
0,0.064874917,65,0,0.281316706,8900.0,11,0,2,0,0.0
0,0.060157392,48,0,0.190216137,13000.0,12,0,1,0,7.0
0,0.43504666,56,0,491.0,,4,0,0,0,3.0
0,0.995833719,54,0,0.418159733,3292.0,6,0,1,0,1.0
0,0.219730501,45,0,1205.0,,7,0,1,0,0.0
0,0.009772542,47,0,0.232908798,6830.0,8,0,2,0,5.0
0,0.057816082,56,0,1192.0,,4,0,1,0,0.0
0,0.069574402,41,0,3006.0,0.0,10,0,1,0,2.0
0,0.085300073,46,0,173.0,,11,0,0,0,0.0
0,0.824865193,34,0,0.467046789,5962.0,13,0,1,0,3.0
0,0.0,33,0,2070.0,,7,0,1,0,0.0
0,0.449462705,39,0,3837.0,,13,0,2,0,2.0
0,1.006463604,45,0,0.742312884,6666.0,8,0,1,0,1.0
0,0.134285844,27,0,0.051193174,7500.0,10,0,0,0,0.0
1,0.9999999,42,0,0.365737344,2725.0,2,2,0,0,1.0
0,0.0,57,0,0.18612192,10793.0,6,0,1,0,0.0
0,0.016570955,68,0,0.447421032,2500.0,11,0,1,0,0.0
0,0.79892737,50,0,263.0,,2,0,0,0,3.0
0,0.090819256,46,0,0.411100833,5404.0,8,0,1,0,2.0
0,0.565675294,53,0,0.323917255,16000.0,10,0,2,0,2.0
0,0.727260999,63,0,0.388702729,6266.0,7,0,2,0,0.0
0,0.951609678,63,0,0.239173884,1500.0,6,0,0,0,0.0
0,0.107609531,23,0,2.0,1.0,5,0,0,0,0.0
0,0.002015014,64,0,4400.0,,13,0,3,0,0.0
0,0.009548342,42,0,0.298290874,3100.0,10,0,1,0,0.0
0,0.098964441,61,0,0.178418387,7700.0,18,0,1,0,0.0
1,0.156050705,34,0,0.435287117,3360.0,10,0,1,0,1.0
0,0.309610477,48,0,3561.0,,4,0,1,0,1.0
1,1.007801073,34,0,0.525849757,3500.0,4,1,1,0,2.0
0,0.497750375,78,0,368.0,,3,0,0,0,0.0
0,0.029251995,62,0,3894.0,,14,0,1,0,0.0
1,0.471764657,48,1,0.370297941,8692.0,16,0,2,0,1.0
1,0.9999999,50,0,0.081739667,3241.0,3,0,0,1,0.0
0,0.350775793,66,3,0.911392405,1500.0,9,0,0,0,0.0
0,0.124995833,35,0,0.343432813,6600.0,4,0,2,0,0.0
0,0.026379613,74,0,21.0,,4,0,0,0,0.0
0,0.181588587,64,0,0.056201804,7650.0,10,0,0,0,2.0
0,0.046583743,45,0,2195.0,,5,0,1,0,
0,0.328415531,55,0,5081.0,,11,0,1,0,
0,0.016439199,48,0,0.404494382,5695.0,10,0,3,0,0.0
0,0.150857193,30,0,103.0,,3,0,0,0,0.0
0,0.9999999,64,2,0.009303539,11500.0,0,0,0,0,1.0
0,0.084790363,40,0,0.446100252,5166.0,11,0,2,0,2.0
0,0.915216957,30,1,0.553242118,1680.0,4,0,0,0,0.0
0,0.870437652,58,0,0.730726505,4500.0,21,0,1,0,0.0
0,0.007624523,84,0,3.0,,3,0,0,0,
0,0.474611514,47,0,0.377927494,3116.0,7,0,0,0,0.0
0,0.035751958,63,0,0.279465067,8000.0,10,0,2,0,0.0
0,0.315894732,41,0,0.209844892,7800.0,10,0,2,0,4.0
0,0.748565486,50,0,0.295950675,6000.0,13,0,0,0,1.0
0,0.40506203,51,0,0.496611488,9000.0,14,0,1,0,1.0
0,0.0,34,0,242.0,,6,0,0,0,
0,0.020934809,36,0,1990.0,,6,0,1,0,
0,0.160438748,54,0,0.384329254,8333.0,19,0,2,0,3.0
0,0.034027599,60,0,121.0,,6,0,0,0,0.0
0,0.005535207,87,0,23.0,,15,0,0,0,0.0
0,0.266437713,72,0,2001.0,,12,0,1,0,1.0
0,0.114980908,51,0,0.041424626,10500.0,9,0,0,0,1.0
0,0.9999999,0,1,0.436927179,6000.0,6,0,2,0,2.0
0,0.557098731,72,1,0.534244293,6000.0,18,0,2,1,0.0
0,0.247116859,71,0,0.129695886,3353.0,3,0,0,0,0.0
0,0.0,37,0,0.0,,4,0,0,0,0.0
0,0.150369926,50,0,0.315583569,4600.0,4,0,1,0,2.0
0,0.771414586,51,0,0.124975005,5000.0,6,0,0,0,0.0
0,0.17552496,58,0,0.217590239,3933.0,4,0,1,0,1.0
0,0.056019265,38,0,0.289285119,6000.0,7,0,1,0,2.0
0,0.464163233,62,0,0.187237719,8101.0,11,0,1,0,0.0
0,0.054341908,67,0,0.388888889,9845.0,11,0,2,0,1.0
0,0.9999999,48,1,0.203167493,6250.0,1,0,1,0,0.0
0,0.001607071,36,0,0.171577123,7500.0,7,0,1,0,2.0
0,0.0,73,0,1391.0,,5,0,1,0,0.0
0,0.133266112,53,0,0.192792502,6187.0,6,0,0,0,0.0
0,0.712660917,56,1,0.541015625,3583.0,9,0,0,0,1.0
0,0.0,60,1,0.351329734,5000.0,6,0,2,0,1.0
0,0.034032745,81,0,0.010178117,2750.0,7,0,0,0,2.0
0,0.002267616,67,0,0.841105929,3001.0,7,0,2,0,0.0
0,0.045638557,48,0,0.224317181,5674.0,17,0,1,0,1.0
0,0.294202794,43,0,0.838199931,2910.0,5,0,1,0,0.0
0,0.060792,35,0,0.342187946,3500.0,4,0,1,0,0.0
0,0.015161046,47,0,0.234221262,4166.0,4,0,1,0,0.0
0,0.086694902,51,0,0.300341729,7900.0,20,0,2,0,0.0
0,0.20497315,58,0,0.514796054,3750.0,12,0,1,0,2.0
0,0.9999999,54,0,0.086937622,4600.0,1,0,0,0,1.0
0,0.097851161,43,1,0.161459635,4000.0,12,0,0,0,0.0
0,0.013206393,68,0,23.0,,7,0,0,0,0.0
0,0.795840832,26,0,0.259600614,650.0,2,0,0,0,0.0
0,0.9999999,53,0,0.207712712,4900.0,5,0,0,0,1.0
0,0.018808628,66,0,0.644806008,3994.0,10,0,2,0,0.0
1,0.898840464,51,0,0.180622259,4788.0,0,4,0,0,2.0
0,0.580319727,69,0,2949.0,,12,0,3,0,0.0
0,0.121811293,69,0,2204.0,,11,0,1,0,0.0
1,0.036942263,43,0,0.719173799,55966.0,41,0,29,0,0.0
0,0.124180667,52,0,0.256678108,6700.0,13,0,2,0,0.0
0,0.0,51,0,0.319278418,4600.0,9,0,3,0,2.0
0,0.848237071,43,0,0.478895589,3150.0,12,0,0,0,2.0
0,0.762623738,32,1,0.538839725,3050.0,6,0,1,0,1.0
1,0.863408102,52,3,0.487504057,3080.0,9,1,1,2,1.0
0,0.025947956,63,0,0.20850847,7850.0,8,0,1,0,2.0
0,0.064072587,59,0,1516.0,0.0,8,0,1,0,1.0
0,0.161233098,46,0,0.578284343,5000.0,13,0,1,0,0.0
0,0.168230661,47,1,0.624857987,4400.0,11,0,1,0,0.0
0,0.510024622,27,1,974.0,,5,0,0,0,
0,0.187763592,54,0,0.235203689,1300.0,14,0,0,1,0.0
0,0.024997223,58,0,0.001290045,4650.0,2,0,0,0,0.0
0,0.485634291,71,0,0.48257531,1692.0,5,0,0,0,0.0
0,0.145722822,64,0,0.170765847,5000.0,12,0,1,0,2.0
0,0.153969206,28,0,0.29997447,3916.0,5,0,0,0,0.0
0,0.9500998,29,0,0.220311875,2500.0,5,0,0,0,0.0
0,0.064884476,65,0,0.355593284,5300.0,19,0,1,0,0.0
0,0.063478871,60,0,72.0,,4,0,0,0,0.0
1,0.530022814,42,0,0.32077987,6000.0,9,0,1,0,0.0
0,0.019835972,35,0,2133.0,,9,0,1,0,0.0
0,0.007755209,67,2,4916.0,,15,0,2,0,0.0
0,0.0,39,0,0.484169065,6600.0,4,0,1,0,4.0
1,0.0,45,4,0.228611501,6416.0,9,1,0,1,3.0
0,0.077578331,67,0,0.020974947,5148.0,5,0,0,0,0.0
0,0.038615904,58,0,0.263867403,4524.0,9,0,1,0,0.0
0,0.06656042,47,0,0.340804219,3033.0,8,0,1,0,1.0
0,0.054248249,56,0,1114.0,,10,0,2,0,0.0
0,0.006862611,70,0,0.141746111,3985.0,11,0,1,0,1.0
0,0.319600499,61,0,0.00137228,5100.0,4,0,0,0,1.0
0,0.736767173,63,0,0.25754818,18679.0,12,0,3,0,1.0
0,0.045638852,45,0,0.66405705,12900.0,9,0,4,0,0.0
0,0.222355529,31,0,0.188326346,3100.0,6,0,0,0,1.0
0,0.028539393,63,0,1905.0,,11,0,2,0,3.0
0,0.180963807,36,0,0.510998,5500.0,6,0,2,0,0.0
0,0.007414453,69,0,1664.0,,7,0,1,0,0.0
0,0.007764046,45,0,0.211583761,7216.0,12,0,1,0,0.0
0,0.9999999,48,0,0.102711783,4166.0,3,0,0,0,0.0
0,0.942057942,52,0,0.085332103,2167.0,2,0,0,0,2.0
0,0.311743798,62,0,0.295814884,7000.0,8,0,1,0,2.0
0,0.076310769,52,1,1084.0,,15,0,0,0,0.0
0,0.0,60,0,3299.0,,6,0,2,0,0.0
0,0.141727113,68,0,970.0,,5,0,1,0,
0,0.122175565,33,0,0.06246122,4834.0,3,0,0,0,1.0
0,0.445517451,57,2,0.158878505,4600.0,7,0,1,0,0.0
0,0.037681341,71,0,0.013173653,6679.0,6,0,0,0,0.0
0,0.190614844,53,1,0.465907159,5880.0,13,0,2,0,1.0
0,0.534301439,38,1,0.542862433,5400.0,14,0,2,0,0.0
0,0.9999999,26,0,1.620951619,2500.0,9,0,3,0,0.0
0,0.043145959,63,0,0.186145108,12500.0,7,0,1,0,0.0
0,0.0,37,0,410.0,,10,0,0,0,2.0
0,0.002122881,61,0,0.378457447,7519.0,19,0,2,0,0.0
0,0.161348243,55,0,0.558057833,11100.0,13,0,3,0,0.0
0,0.023662723,56,0,0.002855103,1400.0,2,0,0,0,1.0
0,0.016994979,30,0,272.0,,3,0,0,0,
0,0.086243659,32,0,0.415541133,5700.0,6,1,1,0,0.0
1,0.9999999,24,1,0.037912673,4694.0,1,2,0,0,0.0
0,0.726672527,74,0,0.387875588,20833.0,15,0,3,0,1.0
0,0.440309014,70,0,440.0,,9,0,0,0,
0,0.0,44,0,0.54463223,4200.0,12,0,2,0,2.0
0,0.0029994,42,0,178.0,,2,0,1,0,0.0
0,0.099603393,49,1,0.364658835,4000.0,23,0,1,0,0.0
0,0.028626011,31,0,0.063437338,5800.0,7,0,0,0,0.0
0,0.902754632,27,0,0.157388137,3843.0,7,0,0,0,0.0
0,0.070505669,66,0,1.629577465,709.0,7,0,1,0,0.0
0,0.9999999,39,2,0.15421228,2100.0,5,1,0,1,0.0
1,0.430622775,60,3,0.400085702,7000.0,7,0,2,0,0.0
1,0.9999999,58,0,0.104271779,8918.0,1,1,0,1,0.0
0,0.004530789,75,0,0.019496751,6000.0,7,0,1,0,0.0
0,0.071540813,61,0,0.230259858,9966.0,8,0,1,0,0.0
0,0.180234219,30,0,0.433146924,3933.0,6,0,1,0,1.0
0,0.017554814,62,0,1068.0,,18,0,1,0,0.0
1,0.9999999,23,0,0.007495315,1600.0,0,1,0,0,0.0
0,0.012545944,51,0,0.040117059,8200.0,7,0,0,0,0.0
0,0.418215411,46,0,0.133961725,3500.0,6,0,0,0,2.0
0,0.646483724,33,0,0.202954648,15500.0,7,0,3,0,0.0
0,0.348527899,47,0,0.631894684,6000.0,23,0,1,0,0.0
0,0.9999999,40,1,0.440977951,6666.0,6,0,2,0,3.0
0,0.768522951,27,0,0.187036718,5800.0,8,0,0,0,0.0
1,0.879747774,27,0,375.0,,4,2,0,0,0.0
0,0.049551537,71,0,0.022278624,3545.0,12,0,0,0,0.0
0,0.0,63,0,0.331768094,15971.0,13,0,2,0,0.0
0,0.001957364,83,0,1.0,,2,0,0,0,
0,0.04376811,53,0,0.225502333,10500.0,17,0,2,0,0.0
0,0.079767565,30,0,0.079564969,3493.0,5,0,0,0,0.0
0,0.346365363,32,0,0.447090541,4450.0,6,0,2,0,1.0
0,0.132242238,41,0,0.110499335,15800.0,5,0,1,0,2.0
1,0.925063095,29,3,0.286261165,2350.0,9,0,0,0,1.0
0,0.0,78,0,1969.0,,7,0,1,0,0.0
0,0.017832073,60,0,0.00489716,4083.0,5,0,0,0,0.0
0,0.052078958,68,0,636.0,,5,0,0,0,0.0
0,0.0,24,0,0.0,,3,0,0,0,0.0
0,0.51774405,72,0,0.499364368,16518.0,16,0,2,0,3.0
0,0.03365279,63,2,0.636272745,10001.0,16,0,4,0,0.0
0,0.011493727,77,0,0.188569155,7540.0,11,0,1,0,0.0
0,0.9999999,70,0,0.0,,1,0,0,0,0.0
0,0.9313699,47,0,0.649625386,2268.0,3,0,1,0,0.0
0,0.03179841,32,0,0.169207698,4000.0,11,0,0,0,0.0
0,0.493200495,27,0,0.119868277,4554.0,4,0,0,0,0.0
1,0.979619304,30,3,0.263827577,3850.0,5,1,0,0,4.0
0,0.0,31,0,0.790604698,2000.0,9,0,1,0,0.0
0,0.933226709,26,0,0.010646388,6574.0,1,0,0,0,1.0
0,0.019955514,76,0,0.873225355,5000.0,28,0,4,0,1.0
0,0.057532385,34,0,0.473552645,10000.0,11,0,6,0,1.0
0,0.625335092,32,0,0.116485139,5416.0,8,0,0,0,0.0
0,0.365898179,61,0,0.354940843,6000.0,8,0,1,0,0.0
0,0.498062742,44,0,0.231892697,6709.0,5,0,1,0,1.0
0,0.038013445,74,0,76.0,,6,0,0,0,
0,0.000196069,50,0,0.106008287,11583.0,6,0,0,0,1.0
1,0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1.0
0,0.031958104,49,0,0.331897644,7893.0,7,0,2,0,1.0
0,0.48128999,38,2,0.755675901,4800.0,9,0,1,0,2.0
0,0.000699276,41,0,0.0,4583.0,4,0,0,0,0.0
0,0.028314299,74,0,721.0,,5,0,1,0,1.0
0,0.219173463,68,0,0.044424297,18750.0,9,0,0,0,2.0
0,0.029118354,48,0,0.271922636,6100.0,13,0,2,0,2.0
0,0.9999999,44,0,1370.0,,3,0,2,0,0.0
0,0.112592266,79,0,0.247820174,12500.0,10,0,2,0,0.0
0,0.177608476,50,0,0.111494558,3766.0,9,0,0,0,0.0
0,0.9999999,24,0,0.0,864.0,1,0,0,0,0.0
0,0.950784872,30,2,0.23872016,8000.0,7,0,1,0,0.0
0,0.087019755,39,0,882.0,,4,0,1,0,0.0
0,0.0,27,0,0.071979434,3500.0,4,0,0,0,0.0
0,0.055813749,54,0,0.435501843,11666.0,19,0,2,0,1.0
1,0.361638362,33,0,0.002553105,9791.0,1,0,0,0,3.0
0,0.01506362,29,0,13.0,,6,0,0,0,0.0
0,0.997678986,47,0,0.231683542,15900.0,13,0,1,0,0.0
0,0.014078155,66,0,0.518372703,5333.0,10,0,3,0,0.0
0,0.186615724,40,0,0.432821021,6050.0,8,0,1,0,3.0
0,0.236082863,66,0,1733.0,,15,0,2,0,0.0
0,0.0,56,0,0.223194201,4000.0,4,0,1,0,0.0
0,0.0,76,0,0.014112903,1983.0,3,0,0,0,0.0
0,0.043719803,38,0,0.26200585,10598.0,11,0,1,0,2.0
0,0.986700237,45,0,0.865641795,8000.0,13,0,2,0,1.0
0,0.530849657,57,0,0.412964676,40000.0,18,0,3,0,2.0
0,0.9999999,41,0,0.0,4850.0,1,1,0,0,1.0
0,0.291738474,42,0,0.234269463,5625.0,8,0,0,0,0.0
0,0.166150104,54,0,0.352988751,13600.0,13,0,4,0,0.0
0,0.032719579,61,0,0.102316602,5179.0,10,0,1,0,0.0
0,0.195865042,65,0,0.523021849,8100.0,9,0,2,0,0.0
0,0.202821521,50,0,0.658452722,5234.0,13,0,2,0,1.0
0,0.0,53,0,0.283950617,7046.0,17,1,2,0,0.0
0,0.0,52,0,1616.0,,5,0,1,0,0.0
0,0.9999999,43,0,0.0,,0,0,0,0,0.0
0,0.060674036,62,0,2627.0,,11,0,1,0,0.0
1,0.98656215,46,0,0.911772057,4000.0,9,1,2,0,1.0
0,0.328235909,60,0,0.469087494,6388.0,18,0,2,0,1.0
0,0.07774784,71,0,1035.0,,9,0,2,0,0.0
0,0.113196517,69,0,0.980862611,3500.0,17,0,2,0,1.0
0,0.006024543,62,0,0.211887566,10245.0,7,0,2,0,1.0
1,0.753887059,28,0,0.232769193,4076.0,12,0,0,0,4.0
0,0.202586997,55,0,0.333369696,18333.0,24,0,2,0,0.0
0,0.04109589,71,0,0.291567696,1683.0,5,0,1,0,0.0
0,0.252037398,74,0,0.114401077,5200.0,4,0,1,0,0.0
0,0.099517412,71,0,0.476116419,4500.0,12,0,0,0,0.0
0,0.052686022,84,0,0.00439912,5000.0,2,0,0,0,0.0
0,0.794280774,61,1,6507.0,,21,0,1,0,0.0
0,0.00745493,48,0,0.281430219,2600.0,6,0,1,0,0.0
0,0.048700485,74,0,3437.0,,3,0,1,0,0.0
0,0.1541108,30,0,0.856699431,1932.0,11,0,0,0,0.0
0,0.034631867,39,0,1972.0,0.0,5,0,1,0,2.0
0,0.020445154,72,0,0.008712871,5049.0,7,0,0,0,1.0
0,0.258208873,59,0,0.464614575,3800.0,12,0,2,0,2.0
0,0.161008123,40,0,23.0,,1,0,0,0,0.0
1,0.985841133,49,4,1.349089921,3680.0,16,1,1,0,0.0
0,0.9999999,39,0,0.0,,0,0,0,0,0.0
0,0.173918029,33,0,0.819590205,2000.0,14,0,0,0,0.0
0,0.9999999,35,0,0.321011673,3083.0,9,0,0,0,0.0
0,0.265937382,23,1,0.046635576,1500.0,4,1,0,1,0.0
0,0.914173819,35,0,0.179678978,6416.0,8,0,0,0,2.0
0,0.629134835,63,0,0.630082204,4500.0,7,0,1,0,0.0
0,0.631773792,61,0,0.588386434,3891.0,17,0,2,0,0.0
0,0.139949336,37,0,0.213891081,3800.0,15,0,0,0,4.0
0,0.001785643,40,0,0.000190694,5243.0,4,0,0,0,0.0
0,0.191808192,22,0,5.0,0.0,2,0,0,0,0.0
1,0.9999999,54,0,13.0,,0,0,0,1,0.0
0,0.522225552,32,0,0.264957265,3041.0,6,3,0,0,0.0
0,0.456296628,63,1,0.312480959,9846.0,11,0,4,0,0.0
0,0.5872816279999999,41,1,0.299847986,7893.0,10,0,0,0,4.0
0,0.025541553,61,0,0.019152332,5638.0,5,0,0,0,2.0
0,0.168770781,46,0,4124.0,,5,0,2,0,0.0
0,0.001009143,79,0,2.0,,5,0,0,0,
0,0.9999999,30,0,0.110195175,8248.0,12,0,1,0,3.0
0,0.369005574,48,0,0.310578941,8100.0,10,0,2,0,2.0
0,0.244996254,41,0,0.676113998,6350.0,15,0,2,0,2.0
0,0.117729586,61,0,0.280879865,6500.0,9,0,1,0,0.0
0,0.014504844,64,0,0.243978784,11500.0,17,0,1,0,0.0
0,0.152772902,60,2,1.342070191,4501.0,22,0,6,0,1.0
0,0.045795171,56,2,0.504192761,9420.0,6,1,1,2,0.0
0,0.652574942,63,1,638.0,,4,1,0,0,
0,0.05161821,41,0,0.411185752,6400.0,7,0,2,0,2.0
0,0.9999999,22,0,0.083260298,1140.0,1,0,0,0,0.0
0,0.9999999,82,0,0.0,1996.0,0,0,0,0,0.0
0,0.063057659,59,0,0.231594344,2050.0,5,0,0,0,0.0
0,0.003123525,80,0,6.0,,7,0,0,0,0.0
0,0.245755486,45,0,0.632535595,3300.0,19,0,1,0,0.0
1,0.790818215,53,3,0.554016164,6062.0,8,1,1,3,1.0
