"date","consumption","temp","season"
1991-06-11,118,73,"spring"
1991-06-12,114,71.5,"spring"
1991-06-13,112,73.5,"spring"
1991-06-14,95,83,"spring"
1991-06-15,104,77.5,"spring"
1991-06-16,94,69.5,"spring"
1991-06-17,108,69,"spring"
1991-06-18,126,71,"spring"
1991-06-19,118,72.5,"spring"
1991-06-20,111,78.5,"spring"
1991-06-21,96,78,"spring"
1991-06-22,110,64.5,"spring"
1991-06-23,101,68,"spring"
1991-06-24,113,69,"spring"
1991-06-25,121,71.5,"spring"
1991-06-26,108,78.5,"spring"
1991-06-27,117,81.5,"spring"
1991-06-28,99,79.5,"spring"
1991-06-29,107,84,"spring"
1991-06-30,118,74,"spring"
1991-07-01,125,81,"summer"
1991-07-02,111,82,"summer"
1991-07-03,129,78.5,"summer"
1991-07-04,101,73,"summer"
1991-07-05,129,75.5,"summer"
1991-07-06,125,81,"summer"
1991-07-07,97,80,"summer"
1991-07-08,106,71,"summer"
1991-07-09,103,71.5,"summer"
1991-07-10,108,70.5,"summer"
1991-07-11,97,76,"summer"
1991-07-12,99,79,"summer"
1991-07-13,100,72,"summer"
1991-07-14,78,69.5,"summer"
1991-07-15,102,70.5,"summer"
1991-07-16,134,76,"summer"
1991-07-17,119,78.5,"summer"
1991-07-18,117,83,"summer"
1991-07-19,121,85.5,"summer"
1991-07-20,130,85,"summer"
1991-07-21,98,83,"summer"
1991-07-22,126,88,"summer"
1991-07-23,121,74.5,"summer"
1991-07-24,130,70.5,"summer"
1991-07-25,107,68,"summer"
1991-07-26,111,66,"summer"
1991-07-27,103,66.5,"summer"
1991-07-28,98,73.5,"summer"
1991-07-29,102,70,"summer"
1991-07-30,108,66.5,"summer"
1991-07-31,105,75.5,"summer"
1991-08-01,126,78.5,"summer"
1991-08-02,108,83.5,"summer"
1991-08-03,103,71,"summer"
1991-08-04,105,69,"summer"
1991-08-05,95,68,"summer"
1991-08-06,98,71.5,"summer"
1991-08-07,100,72.5,"summer"
1991-08-08,117,67.5,"summer"
1991-08-09,108,69.5,"summer"
1991-08-10,108,70,"summer"
1991-08-11,97,68,"summer"
1991-08-12,116,67.5,"summer"
1991-08-13,123,70.5,"summer"
1991-08-14,109,71.5,"summer"
1991-08-15,113,77,"summer"
1991-08-16,106,76.5,"summer"
1991-08-17,113,75,"summer"
1991-08-18,119,74,"summer"
1991-08-19,101,64.5,"summer"
1991-08-20,102,67,"summer"
1991-08-21,110,68.5,"summer"
1991-08-22,109,78,"summer"
1991-08-23,107,70.5,"summer"
1991-08-24,116,75.5,"summer"
1991-08-25,101,81,"summer"
1991-08-26,108,80,"summer"
1991-08-27,97,81,"summer"
1991-08-28,93,81.5,"summer"
1991-08-29,113,82.5,"summer"
1991-08-30,109,79,"summer"
1991-08-31,107,71.5,"summer"
1991-09-01,100,66.5,"summer"
1991-09-02,89,73.5,"summer"
1991-09-03,102,77,"summer"
1991-09-04,110,67,"summer"
1991-09-05,99,66,"summer"
1991-09-06,111,70,"summer"
1991-09-07,117,75.5,"summer"
1991-09-08,111,76.5,"summer"
1991-09-09,110,82,"summer"
1991-09-10,102,73.5,"summer"
1991-09-11,94,67.5,"summer"
1991-09-12,104,70.5,"summer"
1991-09-13,127,73.5,"summer"
1991-09-14,116,79,"summer"
1991-09-15,102,81.5,"summer"
1991-09-16,97,69,"summer"
1991-09-17,97,63.5,"summer"
1991-09-18,92,56.5,"summer"
1991-09-19,94,47,"summer"
1991-09-20,117,47.5,"summer"
1991-09-21,120,54.5,"summer"
1991-09-22,107,58.5,"summer"
1991-09-23,114,53.5,"summer"
1991-09-24,116,48,"summer"
1991-09-25,131,54,"summer"
1991-09-26,119,50.5,"summer"
1991-09-27,96,46.5,"summer"
1991-09-28,107,49.5,"summer"
1991-09-29,115,53.5,"summer"
1991-09-30,126,67.5,"summer"
1991-10-01,106,59,"autumn"
1991-10-02,126,69,"autumn"
1991-10-03,118,62.5,"autumn"
1991-10-04,109,56,"autumn"
1991-10-05,127,48,"autumn"
1991-10-06,126,44,"autumn"
1991-10-07,116,45,"autumn"
1991-10-08,114,62.5,"autumn"
1991-10-09,124,61.5,"autumn"
1991-10-10,114,53.5,"autumn"
1991-10-11,136,56,"autumn"
1991-10-12,101,48.5,"autumn"
1991-10-13,104,46,"autumn"
1991-10-14,116,50.5,"autumn"
1991-10-15,125,41.5,"autumn"
1991-10-16,113,45.5,"autumn"
1991-10-17,127,61.5,"autumn"
1991-10-18,94,44.5,"autumn"
1991-10-19,111,38,"autumn"
1991-10-20,89,41.5,"autumn"
1991-10-21,112,50.5,"autumn"
1991-10-22,127,64,"autumn"
1991-10-23,110,66.5,"autumn"
1991-10-24,117,68,"autumn"
1991-10-25,124,58.5,"autumn"
1991-10-26,141,50.5,"autumn"
1991-10-27,119,50,"autumn"
1991-10-28,117,55,"autumn"
1991-10-29,117,63.5,"autumn"
1991-10-30,111,46.5,"autumn"
1991-10-31,92,48,"autumn"
1991-11-01,113,43.5,"autumn"
1991-11-02,120,25,"autumn"
1991-11-03,122,18.5,"autumn"
1991-11-04,127,18.5,"autumn"
1991-11-05,141,28,"autumn"
1991-11-06,104,28.5,"autumn"
1991-11-07,127,20,"autumn"
1991-11-08,106,22,"autumn"
1991-11-09,127,26,"autumn"
1991-11-10,137,33,"autumn"
1991-11-11,131,34.5,"autumn"
1991-11-12,119,35,"autumn"
1991-11-13,118,45.5,"autumn"
1991-11-14,111,48,"autumn"
1991-11-15,115,50,"autumn"
1991-11-16,110,41,"autumn"
1991-11-17,111,42.5,"autumn"
1991-11-18,130,57,"autumn"
1991-11-19,109,57,"autumn"
1991-11-20,94,40.5,"autumn"
1991-11-21,130,40,"autumn"
1991-11-22,130,43.5,"autumn"
1991-11-23,119,34.5,"autumn"
1991-11-24,116,23,"autumn"
1991-11-25,108,17.5,"autumn"
1991-11-26,110,23,"autumn"
1991-11-27,117,38.5,"autumn"
1991-11-28,111,36,"autumn"
1991-11-29,129,49,"autumn"
1991-11-30,112,43.5,"autumn"
1991-12-01,102,27,"autumn"
1991-12-02,136,30.5,"autumn"
1991-12-03,133,22,"autumn"
1991-12-04,134,8,"autumn"
1991-12-05,124,20.5,"autumn"
1991-12-06,114,24,"autumn"
1991-12-07,132,44,"autumn"
1991-12-08,150,49,"autumn"
1991-12-09,115,35.5,"autumn"
1991-12-10,139,38.5,"autumn"
1991-12-11,127,40,"autumn"
1991-12-12,136,49,"autumn"
1991-12-13,114,37.5,"autumn"
1991-12-14,142,29,"autumn"
1991-12-15,136,18,"autumn"
1991-12-16,136,21,"autumn"
1991-12-17,120,28.5,"autumn"
1991-12-18,133,15.5,"autumn"
1991-12-19,137,19,"autumn"
1991-12-20,120,32.5,"autumn"
1991-12-21,138,31,"autumn"
1991-12-22,135,32.5,"autumn"
1991-12-23,146,30.5,"autumn"
1991-12-24,145,30,"autumn"
1991-12-25,128,30,"autumn"
1991-12-26,127,35.5,"autumn"
1991-12-27,128,35.5,"autumn"
1991-12-28,122,35,"autumn"
1991-12-29,137,32.5,"autumn"
1991-12-30,127,34,"autumn"
1991-12-31,117,33,"autumn"
1992-01-01,126,33.5,"winter"
1992-01-02,131,39.5,"winter"
1992-01-03,145,38.5,"winter"
1992-01-04,151,35,"winter"
1992-01-05,106,35,"winter"
1992-01-06,150,35,"winter"
1992-01-07,147,34.5,"winter"
1992-01-08,124,38.5,"winter"
1992-01-09,136,38,"winter"
1992-01-10,128,30,"winter"
1992-01-11,131,36,"winter"
1992-01-12,136,36.5,"winter"
1992-01-13,135,32.5,"winter"
1992-01-14,143,20.5,"winter"
1992-01-15,143,6,"winter"
1992-01-16,119,7.5,"winter"
1992-01-17,131,21,"winter"
1992-01-18,116,5.5,"winter"
1992-01-19,117,14.5,"winter"
1992-01-20,138,24,"winter"
1992-01-21,125,33.5,"winter"
1992-01-22,130,35.5,"winter"
1992-01-23,114,28.5,"winter"
1992-01-24,131,18.5,"winter"
1992-01-25,143,25,"winter"
1992-01-26,135,19.5,"winter"
1992-01-27,128,30,"winter"
1992-01-28,111,29.5,"winter"
1992-01-29,104,30,"winter"
1992-01-30,120,33.5,"winter"
1992-01-31,115,32,"winter"
1992-02-01,129,30.5,"winter"
1992-02-02,129,37.5,"winter"
1992-02-03,141,43.5,"winter"
1992-02-04,125,36,"winter"
1992-02-05,87,32.5,"winter"
1992-02-06,118,34.5,"winter"
1992-02-07,142,28,"winter"
1992-02-08,123,18.5,"winter"
1992-02-09,99,17.5,"winter"
1992-02-10,117,31,"winter"
1992-02-11,119,27,"winter"
1992-02-12,127,23.5,"winter"
1992-02-13,118,30,"winter"
1992-02-14,119,33,"winter"
1992-02-15,106,35,"winter"
1992-02-16,115,34,"winter"
1992-02-17,118,37.5,"winter"
1992-02-18,140,40.5,"winter"
1992-02-19,99,37.5,"winter"
1992-02-20,124,39.5,"winter"
1992-02-21,110,31.5,"winter"
1992-02-22,108,42,"winter"
1992-02-23,137,37,"winter"
1992-02-24,125,36,"winter"
1992-02-25,114,33.5,"winter"
1992-02-26,125,33.5,"winter"
1992-02-27,119,39.5,"winter"
1992-02-28,127,39.5,"winter"
1992-02-29,105,30,"winter"
1992-03-01,113,54,"winter"
1992-03-02,120,45.5,"winter"
1992-03-03,122,38,"winter"
1992-03-04,118,49,"winter"
1992-03-05,110,53,"winter"
1992-03-06,99,55.5,"winter"
1992-03-07,112,48,"winter"
1992-03-08,104,52.5,"winter"
1992-03-09,125,44,"winter"
1992-03-10,115,20.5,"winter"
1992-03-11,128,19.5,"winter"
1992-03-12,119,22.5,"winter"
1992-03-13,114,25.5,"winter"
1992-03-14,99,29,"winter"
1992-03-15,99,29,"winter"
1992-03-16,121,34.5,"winter"
1992-03-17,126,38,"winter"
1992-03-18,109,34,"winter"
1992-03-19,125,36,"winter"
1992-03-20,102,35,"winter"
1992-03-21,122,30.5,"winter"
1992-03-22,116,27.5,"winter"
1992-03-23,138,30.5,"winter"
1992-03-24,101,43,"winter"
1992-03-25,120,44.5,"winter"
1992-03-26,127,41.5,"winter"
1992-03-27,95,34,"winter"
1992-03-28,90,36,"winter"
1992-03-29,137,39.5,"winter"
1992-03-30,115,42,"winter"
1992-03-31,118,41.5,"winter"
1992-04-01,103,33.5,"spring"
1992-04-02,116,31.5,"spring"
1992-04-03,123,38,"spring"
1992-04-04,111,36.5,"spring"
1992-04-05,112,38.5,"spring"
1992-04-06,143,49.5,"spring"
1992-04-07,110,52,"spring"
1992-04-08,114,50.5,"spring"
1992-04-09,117,48,"spring"
1992-04-10,107,57.5,"spring"
1992-04-11,99,49.5,"spring"
1992-04-12,101,37,"spring"
1992-04-13,112,38,"spring"
1992-04-14,124,42,"spring"
1992-04-15,110,48.5,"spring"
1992-04-16,117,53,"spring"
1992-04-17,120,41.5,"spring"
1992-04-18,87,51,"spring"
1992-04-19,113,65.5,"spring"
1992-04-20,116,66,"spring"
1992-04-21,116,48,"spring"
1992-04-22,115,43,"spring"
1992-04-23,136,48.5,"spring"
1992-04-24,119,44.5,"spring"
1992-04-25,120,43.5,"spring"
1992-04-26,102,46.5,"spring"
1992-04-27,131,40.5,"spring"
1992-04-28,118,44,"spring"
1992-04-29,118,58.5,"spring"
1992-04-30,108,49.5,"spring"
1992-05-01,114,64.5,"spring"
1992-05-02,111,64,"spring"
1992-05-03,116,48.5,"spring"
1992-05-04,108,44,"spring"
1992-05-05,108,43.5,"spring"
1992-05-06,91,44.5,"spring"
1992-05-07,114,52,"spring"
1992-05-08,130,56,"spring"
1992-05-09,109,58.5,"spring"
1992-05-10,121,65.5,"spring"
1992-05-11,112,72,"spring"
1992-05-12,127,69,"spring"
1992-05-13,111,55,"spring"
1992-05-14,108,54,"spring"
1992-05-15,103,60.5,"spring"
1992-05-16,103,73,"spring"
1992-05-17,114,67.5,"spring"
1992-05-18,92,52,"spring"
1992-05-19,106,57.5,"spring"
1992-05-20,116,67,"spring"
1992-05-21,96,71,"spring"
1992-05-22,114,73.5,"spring"
1992-05-23,105,55,"spring"
1992-05-24,95,40.5,"spring"
1992-05-25,122,41,"spring"
1992-05-26,88,44,"spring"
1992-05-27,113,48,"spring"
1992-05-28,87,50.5,"spring"
1992-05-29,126,55,"spring"
1992-05-30,98,58,"spring"
1992-05-31,119,60,"spring"
1992-06-01,115,59,"spring"
1992-06-02,109,61.5,"spring"
1992-06-03,121,65,"spring"
1992-06-04,125,65.5,"spring"
1992-06-05,109,67.5,"spring"
1992-06-06,120,67.5,"spring"
1992-06-07,96,66.5,"spring"
1992-06-08,96,62,"spring"
1992-06-09,106,65,"spring"
1992-06-10,107,64,"spring"
1992-06-11,104,67,"spring"
1992-06-12,133,69,"spring"
1992-06-13,113,73.5,"spring"
1992-06-14,131,75.5,"spring"
1992-06-15,121,71,"spring"
1992-06-16,105,75.5,"spring"
1992-06-17,110,75.5,"spring"
1992-06-18,100,73,"spring"
1992-06-19,112,59.5,"spring"
1992-06-20,98,51.5,"spring"
1992-06-21,87,49,"spring"
1992-06-22,106,52.5,"spring"
1992-06-23,108,66,"spring"
1992-06-24,125,62.5,"spring"
1992-06-25,102,64,"spring"
1992-06-26,108,61.5,"spring"
1992-06-27,100,58,"spring"
1992-06-28,87,62,"spring"
1992-06-29,112,71.5,"spring"
1992-06-30,89,66.5,"spring"
1992-07-01,130,74.5,"summer"
1992-07-02,108,77,"summer"
1992-07-03,108,67,"summer"
1992-07-04,95,71,"summer"
1992-07-05,99,68.5,"summer"
1992-07-06,99,66,"summer"
1992-07-07,112,67.5,"summer"
1992-07-08,119,79.5,"summer"
1992-07-09,126,74,"summer"
1992-07-10,98,76.5,"summer"
1992-07-11,91,73,"summer"
1992-07-12,92,73.5,"summer"
1992-07-13,110,69.5,"summer"
1992-07-14,102,65,"summer"
1992-07-15,107,68,"summer"
1992-07-16,101,68,"summer"
1992-07-17,106,74,"summer"
1992-07-18,103,68,"summer"
1992-07-19,99,72.5,"summer"
1992-07-20,94,68,"summer"
1992-07-21,109,62,"summer"
1992-07-22,101,63.5,"summer"
1992-07-23,95,62.5,"summer"
1992-07-24,105,67,"summer"
1992-07-25,114,67.5,"summer"
1992-07-26,97,74,"summer"
1992-07-27,107,71.5,"summer"
1992-07-28,108,71.5,"summer"
1992-07-29,103,66.5,"summer"
1992-07-30,101,61.5,"summer"
1992-07-31,94,67,"summer"
1992-08-01,104,68,"summer"
1992-08-02,110,69,"summer"
1992-08-03,110,65.5,"summer"
1992-08-04,118,62.5,"summer"
1992-08-05,100,63,"summer"
1992-08-06,119,67.5,"summer"
1992-08-07,100,68.5,"summer"
1992-08-08,111,75.5,"summer"
1992-08-09,104,80,"summer"
1992-08-10,110,79,"summer"
1992-08-11,107,70,"summer"
1992-08-12,105,62,"summer"
1992-08-13,102,60.5,"summer"
1992-08-14,99,61,"summer"
1992-08-15,104,62,"summer"
1992-08-16,105,63,"summer"
1992-08-17,93,63,"summer"
1992-08-18,103,66,"summer"
1992-08-19,105,63,"summer"
1992-08-20,97,62,"summer"
1992-08-21,105,64.5,"summer"
1992-08-22,135,67,"summer"
1992-08-23,98,75,"summer"
1992-08-24,95,78.5,"summer"
1992-08-25,103,79,"summer"
1992-08-26,122,66.5,"summer"
1992-08-27,92,59.5,"summer"
1992-08-28,109,59.5,"summer"
1992-08-29,95,65,"summer"
1992-08-30,115,66,"summer"
1992-08-31,116,63.5,"summer"
1992-09-01,130,63,"summer"
1992-09-02,123,70,"summer"
1992-09-03,101,67.5,"summer"
1992-09-04,111,65.5,"summer"
1992-09-05,111,70.5,"summer"
1992-09-06,111,75,"summer"
1992-09-07,108,73.5,"summer"
1992-09-08,93,64,"summer"
1992-09-09,118,63,"summer"
1992-09-10,119,60,"summer"
1992-09-11,97,58,"summer"
1992-09-12,118,62,"summer"
1992-09-13,96,67.5,"summer"
1992-09-14,144,72.5,"summer"
1992-09-15,104,76.5,"summer"
1992-09-16,90,77,"summer"
1992-09-17,96,71.5,"summer"
1992-09-18,115,62,"summer"
1992-09-19,117,53.5,"summer"
1992-09-20,134,59,"summer"
1992-09-21,119,64,"summer"
1992-09-22,124,51.5,"summer"
1992-09-23,80,49.5,"summer"
1992-09-24,122,53.5,"summer"
1992-09-25,116,59.5,"summer"
1992-09-26,128,63,"summer"
1992-09-27,110,59,"summer"
1992-09-28,111,49.5,"summer"
1992-09-29,104,49.5,"summer"
1992-09-30,112,53.5,"summer"
1992-10-01,107,58.5,"autumn"
1992-10-02,115,63.5,"autumn"
1992-10-03,106,66,"autumn"
1992-10-04,125,59,"autumn"
1992-10-05,113,53,"autumn"
1992-10-06,113,53,"autumn"
1992-10-07,119,58,"autumn"
1992-10-08,91,57.5,"autumn"
1992-10-09,115,49,"autumn"
1992-10-10,107,51.5,"autumn"
1992-10-11,127,51.5,"autumn"
1992-10-12,112,53.5,"autumn"
1992-10-13,118,47,"autumn"
1992-10-14,118,55.5,"autumn"
1992-10-15,101,50,"autumn"
1992-10-16,119,40.5,"autumn"
1992-10-17,94,38.5,"autumn"
1992-10-18,107,35,"autumn"
1992-10-19,113,33,"autumn"
1992-10-20,109,45.5,"autumn"
1992-10-21,108,47,"autumn"
1992-10-22,126,57.5,"autumn"
1992-10-23,121,67,"autumn"
1992-10-24,115,51,"autumn"
1992-10-25,121,49,"autumn"
1992-10-26,141,49,"autumn"
1992-10-27,107,46.5,"autumn"
1992-10-28,107,50.5,"autumn"
1992-10-29,113,45,"autumn"
1992-10-30,151,45,"autumn"
1992-10-31,110,44,"autumn"
1992-11-01,110,45.5,"autumn"
1992-11-02,88,48,"autumn"
1992-11-03,125,37,"autumn"
1992-11-04,122,35.5,"autumn"
1992-11-05,121,32.5,"autumn"
1992-11-06,127,34,"autumn"
1992-11-07,130,34,"autumn"
1992-11-08,110,38,"autumn"
1992-11-09,128,48,"autumn"
1992-11-10,120,49.5,"autumn"
1992-11-11,117,44.5,"autumn"
1992-11-12,126,40,"autumn"
1992-11-13,97,30.5,"autumn"
1992-11-14,116,28,"autumn"
1992-11-15,123,29,"autumn"
1992-11-16,106,36.5,"autumn"
1992-11-17,118,38.5,"autumn"
1992-11-18,98,39,"autumn"
1992-11-19,113,40.5,"autumn"
1992-11-20,120,52,"autumn"
1992-11-21,105,48.5,"autumn"
1992-11-22,113,41,"autumn"
1992-11-23,126,38,"autumn"
1992-11-24,107,39.5,"autumn"
1992-11-25,129,43.5,"autumn"
1992-11-26,99,36.5,"autumn"
1992-11-27,114,29.5,"autumn"
1992-11-28,108,30,"autumn"
1992-11-29,100,35,"autumn"
1992-11-30,125,33.5,"autumn"
1992-12-01,113,32,"autumn"
1992-12-02,112,32.5,"autumn"
1992-12-03,108,28,"autumn"
1992-12-04,121,25.5,"autumn"
1992-12-05,115,19.5,"autumn"
1992-12-06,147,23,"autumn"
1992-12-07,121,27,"autumn"
1992-12-08,127,26.5,"autumn"
1992-12-09,104,27.5,"autumn"
1992-12-10,122,32,"autumn"
1992-12-11,135,33,"autumn"
1992-12-12,139,32,"autumn"
1992-12-13,122,32,"autumn"
1992-12-14,127,29.5,"autumn"
1992-12-15,140,44,"autumn"
1992-12-16,126,37.5,"autumn"
1992-12-17,124,30.5,"autumn"
1992-12-18,120,30,"autumn"
1992-12-19,135,31,"autumn"
1992-12-20,125,19.5,"autumn"
1992-12-21,105,26,"autumn"
1992-12-22,131,33,"autumn"
1992-12-23,102,21.5,"autumn"
1992-12-24,100,10,"autumn"
1992-12-25,102,18,"autumn"
1992-12-26,104,14.5,"autumn"
1992-12-27,147,30.5,"autumn"
1992-12-28,117,38.5,"autumn"
1992-12-29,131,41.5,"autumn"
1992-12-30,106,45.5,"autumn"
1992-12-31,107,26,"autumn"
1993-01-01,118,14,"winter"
1993-01-02,119,25,"winter"
1993-01-03,125,40.5,"winter"
1993-01-04,125,38.5,"winter"
1993-01-05,133,27.5,"winter"
1993-01-06,100,21.5,"winter"
1993-01-07,118,24.5,"winter"
1993-01-08,133,21.5,"winter"
1993-01-09,130,24.5,"winter"
1993-01-10,145,24.5,"winter"
1993-01-11,141,26.5,"winter"
1993-01-12,128,30.5,"winter"
1993-01-13,105,27.5,"winter"
1993-01-14,120,21.5,"winter"
1993-01-15,128,18,"winter"
1993-01-16,124,22,"winter"
1993-01-17,112,20.5,"winter"
1993-01-18,133,18,"winter"
1993-01-19,127,18.5,"winter"
1993-01-20,100,27,"winter"
1993-01-21,115,35.5,"winter"
1993-01-22,113,34,"winter"
1993-01-23,111,36.5,"winter"
1993-01-24,121,28.5,"winter"
1993-01-25,118,23,"winter"
1993-01-26,114,30,"winter"
1993-01-27,124,31.5,"winter"
1993-01-28,113,30.5,"winter"
1993-01-29,115,15.5,"winter"
1993-01-30,100,25.5,"winter"
1993-01-31,111,38.5,"winter"
1993-02-01,119,30.5,"winter"
1993-02-02,117,28.5,"winter"
1993-02-03,118,35.5,"winter"
1993-02-04,98,38,"winter"
1993-02-05,119,36.5,"winter"
1993-02-06,114,29,"winter"
1993-02-07,118,32,"winter"
1993-02-08,124,30,"winter"
1993-02-09,122,32.5,"winter"
1993-02-10,111,35,"winter"
1993-02-11,113,32,"winter"
1993-02-12,117,29,"winter"
1993-02-13,136,28.5,"winter"
1993-02-14,124,27,"winter"
1993-02-15,120,24.5,"winter"
1993-02-16,127,25.5,"winter"
1993-02-17,144,10.5,"winter"
1993-02-18,111,7.5,"winter"
1993-02-19,112,15,"winter"
1993-02-20,147,25.5,"winter"
1993-02-21,142,29,"winter"
1993-02-22,117,22,"winter"
1993-02-23,127,12,"winter"
1993-02-24,119,5,"winter"
1993-02-25,117,10,"winter"
1993-02-26,129,22,"winter"
1993-02-27,129,19,"winter"
1993-02-28,131,20,"winter"
1993-03-01,132,34.5,"winter"
1993-03-02,143,38.5,"winter"
1993-03-03,130,38.5,"winter"
1993-03-04,140,34.5,"winter"
1993-03-05,112,34.5,"winter"
1993-03-06,128,36,"winter"
1993-03-07,115,34,"winter"
1993-03-08,116,38,"winter"
1993-03-09,137,36.5,"winter"
1993-03-10,154,32.5,"winter"
1993-03-11,138,26,"winter"
1993-03-12,140,22,"winter"
1993-03-13,140,17,"winter"
1993-03-14,146,14.5,"winter"
1993-03-15,144,30.5,"winter"
1993-03-16,154,37.5,"winter"
1993-03-17,145,21.5,"winter"
1993-03-18,146,23,"winter"
1993-03-19,133,29.5,"winter"
1993-03-20,137,35,"winter"
1993-03-21,130,35,"winter"
1993-03-22,135,35,"winter"
1993-03-23,134,39.5,"winter"
1993-03-24,149,38,"winter"
1993-03-25,167,40,"winter"
1993-03-26,152,39,"winter"
1993-03-27,129,37.5,"winter"
1993-03-28,129,41.5,"winter"
1993-03-29,155,50,"winter"
1993-03-30,145,50,"winter"
1993-03-31,143,44,"winter"
1993-04-01,137,31,"spring"
1993-04-02,140,31,"spring"
1993-04-03,137,33.5,"spring"
1993-04-04,120,31.5,"spring"
1993-04-05,152,36.5,"spring"
1993-04-06,143,40,"spring"
1993-04-07,126,47.5,"spring"
1993-04-08,135,55.5,"spring"
1993-04-09,136,48.5,"spring"
1993-04-10,113,46,"spring"
1993-04-11,124,43.5,"spring"
1993-04-12,136,41,"spring"
1993-04-13,125,39.5,"spring"
1993-04-14,114,44.5,"spring"
1993-04-15,115,43.5,"spring"
1993-04-16,131,38,"spring"
1993-04-17,114,43.5,"spring"
1993-04-18,137,50.5,"spring"
1993-04-19,127,51,"spring"
1993-04-20,111,38,"spring"
1993-04-21,99,42,"spring"
1993-04-22,136,48,"spring"
1993-04-23,137,52.5,"spring"
1993-04-24,128,64.5,"spring"
1993-04-25,106,50,"spring"
1993-04-26,133,40,"spring"
1993-04-27,104,49.5,"spring"
1993-04-28,131,64.5,"spring"
1993-04-29,95,52.5,"spring"
1993-04-30,136,57,"spring"
1993-05-01,128,59,"spring"
1993-05-02,125,61,"spring"
1993-05-03,101,61.5,"spring"
1993-05-04,123,60.5,"spring"
1993-05-05,100,61,"spring"
1993-05-06,101,62.5,"spring"
1993-05-07,119,66.5,"spring"
1993-05-08,99,72.5,"spring"
1993-05-09,120,74.5,"spring"
1993-05-10,126,75,"spring"
1993-05-11,113,63.5,"spring"
1993-05-12,130,62.5,"spring"
1993-05-13,125,48.5,"spring"
1993-05-14,112,61,"spring"
1993-05-15,102,62,"spring"
1993-05-16,89,56,"spring"
1993-05-17,118,52,"spring"
1993-05-18,106,54.5,"spring"
1993-05-19,135,49.5,"spring"
1993-05-20,119,50.5,"spring"
1993-05-21,124,56,"spring"
1993-05-22,102,60.5,"spring"
1993-05-23,111,63.5,"spring"
1993-05-24,117,60,"spring"
1993-05-25,113,58.5,"spring"
1993-05-26,105,61.5,"spring"
1993-05-27,125,65,"spring"
1993-05-28,104,57,"spring"
1993-05-29,100,51,"spring"
1993-05-30,117,58.5,"spring"
1993-05-31,124,53.5,"spring"
1993-06-01,110,51,"spring"
1993-06-02,102,54.5,"spring"
1993-06-03,120,50.5,"spring"
1993-06-04,129,49.5,"spring"
1993-06-05,117,58.5,"spring"
1993-06-06,129,61,"spring"
1993-06-07,116,64,"spring"
1993-06-08,115,72,"spring"
1993-06-09,110,71,"spring"
1993-06-10,119,68.5,"spring"
1993-06-11,117,68,"spring"
1993-06-12,107,67,"spring"
1993-06-13,131,70.5,"spring"
1993-06-14,125,72,"spring"
1993-06-15,100,62.5,"spring"
1993-06-16,108,63.5,"spring"
1993-06-17,116,78.5,"spring"
1993-06-18,108,69.5,"spring"
1993-06-19,111,70.5,"spring"
1993-06-20,111,69.5,"spring"
1993-06-21,110,70.5,"spring"
1993-06-22,116,72,"spring"
1993-06-23,119,71.5,"spring"
1993-06-24,121,78.5,"spring"
1993-06-25,110,71.5,"spring"
1993-06-26,106,70.5,"spring"
1993-06-27,98,74.5,"spring"
1993-06-28,114,65.5,"spring"
1993-06-29,101,64.5,"spring"
1993-06-30,79,64,"spring"
1993-07-01,99,68.5,"summer"
1993-07-02,127,73,"summer"
1993-07-03,111,79,"summer"
1993-07-04,121,81.5,"summer"
1993-07-05,125,81,"summer"
1993-07-06,117,73.5,"summer"
1993-07-07,107,75,"summer"
1993-07-08,119,79.5,"summer"
1993-07-09,113,81,"summer"
1993-07-10,107,78.5,"summer"
1993-07-11,86,73.5,"summer"
1993-07-12,103,72,"summer"
1993-07-13,124,71,"summer"
1993-07-14,100,70,"summer"
1993-07-15,103,69.5,"summer"
1993-07-16,114,72.5,"summer"
1993-07-17,108,74.5,"summer"
1993-07-18,119,79,"summer"
1993-07-19,103,76,"summer"
1993-07-20,120,71.5,"summer"
1993-07-21,93,69,"summer"
1993-07-22,110,66,"summer"
1993-07-23,132,72.5,"summer"
1993-07-24,129,77.5,"summer"
1993-07-25,128,79.5,"summer"
1993-07-26,104,76,"summer"
1993-07-27,110,78.5,"summer"
1993-07-28,112,76.5,"summer"
1993-07-29,106,72,"summer"
1993-07-30,122,69.5,"summer"
1993-07-31,104,72,"summer"
1993-08-01,123,75.5,"summer"
1993-08-02,121,68.5,"summer"
1993-08-03,104,70.5,"summer"
1993-08-04,90,63.5,"summer"
1993-08-05,94,63,"summer"
1993-08-06,103,66,"summer"
1993-08-07,107,65,"summer"
1993-08-08,121,68.5,"summer"
1993-08-09,109,68,"summer"
1993-08-10,119,77,"summer"
1993-08-11,99,76.5,"summer"
1993-08-12,109,76,"summer"
1993-08-13,102,77,"summer"
1993-08-14,112,77,"summer"
1993-08-15,136,74,"summer"
1993-08-16,128,76,"summer"
1993-08-17,113,75,"summer"
1993-08-18,112,76.5,"summer"
1993-08-19,107,78,"summer"
1993-08-20,107,71.5,"summer"
1993-08-21,105,71.5,"summer"
1993-08-22,99,70,"summer"
1993-08-23,117,80,"summer"
1993-08-24,132,77,"summer"
1993-08-25,106,79,"summer"
1993-08-26,117,84,"summer"
1993-08-27,126,81.5,"summer"
1993-08-28,118,72,"summer"
