relevance_score,query_id,feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136
0,496,3,0,3,0,3,1,0,1,0,1,377,2,5,7,391,12.398975,25.391327,22.316345,24.674148,12.394545,23,0,3,0,26,5,0,1,0,6,13,0,1,0,14,7.666667,0,1,0,8.666667,14.222222,0,0,0,14.222222,0.061008,0,0.6,0,0.066496,0.013263,0,0.2,0,0.015345,0.034483,0,0.2,0,0.035806,0.020336,0,0.2,0,0.022165,0.0001,0,0,0,9.30E-05,87.009036,0,22.316345,0,99.369523,13.365626,0,5.100231,0,16.024637,40.648015,0,10.191399,0,43.753945,29.003012,0,7.438782,0,33.123174,132.024359,0,4.405724,0,149.068416,1,0,1,0,1,0.905195,0,1,0,0.926778,35.209407,0,27.488967,0,36.176605,-12.356808,-22.640188,-8.428433,-27.490465,-11.97185,-17.380279,-26.685304,-21.552808,-29.938508,-16.981178,-12.325494,-25.434712,-5.143831,-30.153752,-11.996541,2,38,0,7,24521,7503,15,5,0,0,0
0,496,3,0,1,0,3,1,0,0.333333,0,1,963,0,7,5,975,12.398975,25.391327,22.316345,24.674148,12.394545,43,0,1,0,44,1,0,0,0,1,38,0,1,0,39,14.333333,0,0.333333,0,14.666667,281.555556,0,0.222222,0,297.555556,0.044652,0,0.142857,0,0.045128,0.001038,0,0,0,0.001026,0.03946,0,0.142857,0,0.04,0.014884,0,0.047619,0,0.015043,0.000304,0,0.004535,0,0.000313,265.94521,0,10.191399,0,272.513013,2.673125,0,0,0,2.670773,250.765003,0,10.191399,0,257.341113,88.648403,0,3.397133,0,90.837671,13157.01378,0,23.081025,0,13877.80406,1,0,0,0,1,0.867435,0,0.761101,0,0.86698,30.385548,0,10.559588,0,30.469154,-16.660282,-22.640188,-19.846377,-27.490465,-16.665576,-18.347913,-26.685304,-23.583921,-29.938508,-18.328791,-15.860079,-25.434712,-22.639668,-30.153752,-15.870258,2,34,0,0,4539,10345,4,5,0,0,0
0,496,3,1,3,2,3,1,0.333333,1,0.666667,1,560,2,14,15,591,12.398975,25.391327,22.316345,24.674148,12.394545,17,1,5,3,26,2,0,1,0,3,8,1,2,2,12,5.666667,0.333333,1.666667,1,8.666667,6.888889,0.222222,0.222222,0.666667,16.222222,0.030357,0.5,0.357143,0.2,0.043993,0.003571,0,0.071429,0,0.005076,0.014286,0.5,0.142857,0.133333,0.020305,0.010119,0.166667,0.119048,0.066667,0.014664,2.20E-05,0.055556,0.001134,0.002963,4.60E-05,56.470552,7.854917,34.441292,21.70089,86.677353,13.198158,0,10.191399,0,19.79547,21.887393,7.854917,14.049431,15.551149,37.503381,18.823517,2.618306,11.480431,7.23363,28.892451,15.8644,13.711048,3.299895,40.89378,52.379809,1,0,1,0,1,0.821518,0.520657,0.944598,0.649219,0.81467,28.279652,10.468729,20.353682,13.387966,31.61096,-14.883579,-21.947732,-8.590307,-19.654256,-13.548919,-18.705009,-26.682309,-20.672884,-26.939319,-17.513098,-14.577529,-24.741598,-6.846165,-20.115554,-13.477251,10,95,1,2,899,26522,3,17,0,0,0
0,496,3,0,2,1,3,1,0,0.666667,0.333333,1,429,0,5,8,442,12.398975,25.391327,22.316345,24.674148,12.394545,18,0,2,1,21,1,0,0,0,1,10,0,1,1,11,6,0,0.666667,0.333333,7,14,0,0.222222,0.222222,18.666667,0.041958,0,0.4,0.125,0.047511,0.002331,0,0,0,0.002262,0.02331,0,0.2,0.125,0.024887,0.013986,0,0.133333,0.041667,0.015837,7.60E-05,0,0.008889,0.003472,9.60E-05,76.051575,0,15.29163,10.748832,91.890194,3.12677,0,0,0,3.125282,46.193553,0,10.191399,10.748832,59.386411,25.350525,0,5.09721,3.582944,30.630065,310.077833,0,17.310773,25.674978,528.335642,1,0,0,0,1,0.927258,0,0.851295,0.735021,0.929753,31.393892,0,18.836019,11.183215,32.239892,-15.263479,-22.640188,-14.921514,-22.102398,-14.974536,-18.893663,-26.685304,-23.131251,-25.713474,-18.568628,-14.245736,-25.434712,-14.679991,-24.895651,-13.988628,2,37,61,0,25914,26071,3,4,0,0,0
1,511,4,0,3,3,4,1,0,0.75,0.75,1,343,0,6,8,357,12.080756,30.941505,26.728045,28.913322,12.063706,13,0,3,3,19,2,0,0,0,2,4,0,1,1,6,3.25,0,0.75,0.75,4.75,0.6875,0,0.1875,0.1875,2.6875,0.037901,0,0.5,0.375,0.053221,0.005831,0,0,0,0.005602,0.011662,0,0.166667,0.125,0.016807,0.009475,0,0.125,0.09375,0.013305,6.00E-06,0,0.005208,0.00293,2.10E-05,44.722598,0,22.345082,23.605601,65.208492,0.01954,0,0,0,-0.017938,25.375878,0,10.408632,10.609088,38.044182,11.18065,0,5.586271,5.9014,16.302123,101.089938,0,14.332237,16.233363,238.464723,1,0,0,0,1,0.991973,0,0.950868,0.937354,0.985882,30.828083,0,25.149766,24.559552,33.155045,-19.651111,-32.194394,-15.566245,-17.570302,-18.308223,-24.914822,-34.824445,-27.637223,-28.919338,-23.92951,-19.160374,-36.946519,-14.233309,-16.242098,-18.011813,3,54,12,0,188,17922,11,5,0,0,0
2,511,4,0,4,4,4,1,0,1,1,1,539,0,17,12,568,12.080756,30.941505,26.728045,28.913322,12.063706,46,0,7,4,57,8,0,1,1,10,14,0,2,1,17,11.5,0,1.75,1,14.25,4.75,0,0.1875,0,6.6875,0.085343,0,0.411765,0.333333,0.100352,0.014842,0,0.058824,0.083333,0.017606,0.025974,0,0.117647,0.083333,0.02993,0.021336,0,0.102941,0.083333,0.025088,1.60E-05,0,0.000649,0,2.10E-05,137.794275,0,49.073127,28.913322,171.976749,0.091186,0,4.382963,4.596661,-0.060988,76.127634,0,20.817265,10.609088,95.110455,34.448569,0,12.268282,7.228331,42.994187,870.772475,0,36.446477,5.854101,1363.267944,1,0,1,1,1,0.996451,0,0.988259,1,0.996501,36.449464,0,24.683867,23.555586,37.337429,-15.672811,-32.194394,-11.683327,-14.704266,-14.976835,-21.179591,-34.824445,-25.883829,-28.335749,-20.442426,-15.875083,-36.946519,-9.669966,-10.358596,-15.223502,4,73,81,15,256,28166,12,144,0,0,0
0,511,4,0,3,0,4,1,0,0.75,0,1,638,0,15,5,658,12.080756,30.941505,26.728045,28.913322,12.063706,175,0,9,0,184,11,0,0,0,11,56,0,3,0,59,43.75,0,2.25,0,46,358.1875,0,1.6875,0,409,0.274295,0,0.6,0,0.279635,0.017241,0,0,0,0.016717,0.087774,0,0.2,0,0.089666,0.068574,0,0.15,0,0.069909,0.00088,0,0.0075,0,0.000945,575.104719,0,67.035247,0,605.084753,0.364745,0,0,0,-0.211664,342.574354,0,31.225897,0,361.41973,143.77618,0,16.758812,0,151.271188,20043.76292,0,128.990136,0,22430.06383,1,0,0,0,1,0.979803,0,0.950868,0,0.979271,39.996901,0,31.182474,0,39.99503,-11.519566,-32.194394,-12.981725,-34.966656,-11.480775,-16.909793,-34.824445,-25.125718,-36.78307,-16.783375,-11.846142,-36.946519,-13.686487,-39.539669,-11.809202,2,23,6,25,155,57365,4,5,0,0,0
1,511,4,0,4,1,4,1,0,1,0.25,1,576,0,16,7,599,12.080756,30.941505,26.728045,28.913322,12.063706,35,0,4,1,40,5,0,1,0,6,13,0,1,1,14,8.75,0,1,0.25,10,14.1875,0,0,0.1875,16,0.060764,0,0.25,0.142857,0.066778,0.008681,0,0.0625,0,0.010017,0.022569,0,0.0625,0.142857,0.023372,0.015191,0,0.0625,0.035714,0.016694,4.30E-05,0,0,0.003827,4.50E-05,73.034588,0,26.728045,5.307721,86.708196,0.084673,0,4.382963,0,-0.050225,31.719848,0,10.408632,5.307721,38.044182,18.258647,0,6.682011,1.32693,21.677049,131.100372,0,5.691972,5.282231,188.872258,1,0,1,0,1,0.948875,0,1,0.34838,0.954356,31.586331,0,16.149913,5.93317,32.806983,-17.518861,-32.194394,-15.803272,-34.172335,-17.020473,-22.665409,-34.824445,-27.428795,-36.77113,-22.148111,-17.559204,-36.946519,-11.506056,-38.921043,-17.123926,2,38,9,2,222,50869,4,7,0,0,0
2,511,4,4,4,1,4,1,1,1,0.25,1,518,17,14,9,558,12.080756,30.941505,26.728045,28.913322,12.063706,170,7,11,1,189,15,1,2,0,19,55,2,3,1,60,42.5,1.75,2.75,0.25,47.25,256.25,0.1875,0.1875,0.1875,270.1875,0.328185,0.411765,0.785714,0.111111,0.33871,0.028958,0.058824,0.142857,0,0.03405,0.106178,0.117647,0.214286,0.111111,0.107527,0.082046,0.102941,0.196429,0.027778,0.084677,0.000955,0.000649,0.000957,0.002315,0.000868,541.176889,55.875632,75.801172,5.307721,598.889906,0.358232,6.007379,8.765926,0,-0.215251,317.198476,22.619945,31.225897,5.307721,348.738336,135.294222,13.968908,18.950293,1.32693,149.722476,16700.21988,39.542848,69.944661,5.282231,19972.03484,1,1,1,0,1,0.984434,0.983279,0.994902,0.34838,0.986448,40.414801,16.357063,37.239682,5.164504,40.532469,-10.536769,-11.717062,-7.785084,-34.420791,-10.307892,-16.609053,-26.166795,-24.709657,-36.775114,-16.181067,-10.876614,-9.671238,-6.986507,-39.17222,-10.660488,5,59,106,23,206,56609,3,12,0,0,0
0,511,4,1,2,0,4,1,0.25,0.5,0,1,526,2,9,9,546,12.080756,30.941505,26.728045,28.913322,12.063706,25,1,2,0,28,1,0,0,0,1,13,1,1,0,15,6.25,0.25,0.5,0,7,28.6875,0.1875,0.25,0,38,0.047529,0.5,0.222222,0,0.051282,0.001901,0,0,0,0.001832,0.024715,0.5,0.111111,0,0.027473,0.011882,0.125,0.055556,0,0.012821,0.000104,0.046875,0.003086,0,0.000127,28.331529,5.242551,9.21638,0,29.956807,0.084673,0,0,0,-0.053813,17.96957,5.242551,4.833417,0,19.737659,7.082882,1.310638,2.304095,0,7.489202,44.490167,5.153314,5.334217,0,55.223163,1,0,0,0,1,0.567579,0.32433,0.460586,0,0.541492,18.385882,6.987069,8.240422,0,18.323706,-22.644786,-31.696861,-28.891916,-34.966656,-22.546577,-25.891046,-34.824445,-33.867801,-36.78307,-25.736023,-20.595711,-36.443867,-30.647708,-39.539669,-20.50798,3,54,90,11,144,5643,91,17,0,0,0
2,511,4,0,4,4,4,1,0,1,1,1,475,0,15,13,503,12.080756,30.941505,26.728045,28.913322,12.063706,46,0,8,4,58,7,0,2,1,10,15,0,2,1,18,11.5,0,2,1,14.5,8.25,0,0,0,8.25,0.096842,0,0.533333,0.307692,0.115308,0.014737,0,0.133333,0.076923,0.019881,0.031579,0,0.133333,0.076923,0.035785,0.024211,0,0.133333,0.076923,0.028827,3.70E-05,0,0,0,3.30E-05,136.003831,0,53.45609,28.913322,171.973161,0.0977,0,8.765926,4.596661,-0.064575,76.127634,0,20.817265,10.609088,95.110455,34.000958,0,13.364022,7.228331,42.99329,889.302584,0,22.76789,5.854101,1363.345177,1,0,1,1,1,0.994331,0,1,1,0.996403,36.760339,0,28.677253,22.343729,37.699468,-15.266573,-32.194394,-9.765406,-15.020229,-14.451867,-21.143964,-34.824445,-25.694104,-28.337736,-20.296835,-15.4362,-36.946519,-8.478361,-10.678561,-14.682394,3,65,0,1,122,60244,4,3,0,0,0
2,511,4,4,4,1,4,1,1,1,0.25,1,532,7,11,10,560,12.080756,30.941505,26.728045,28.913322,12.063706,60,4,4,1,69,8,1,1,0,11,19,1,1,1,21,15,1,1,0.25,17.25,17.5,0,0,0.1875,14.1875,0.112782,0.571429,0.363636,0.1,0.123214,0.015038,0.142857,0.090909,0,0.019643,0.035714,0.142857,0.090909,0.1,0.0375,0.028195,0.142857,0.090909,0.025,0.030804,6.20E-05,0,0,0.001875,4.50E-05,182.869302,30.941505,26.728045,5.307721,208.507877,0.123753,5.242551,4.382963,0,-0.075338,101.503512,11.309972,10.408632,5.307721,114.132546,45.717326,7.735376,6.682011,1.32693,52.126969,1655.113822,5.598875,5.691972,5.282231,2032.242267,1,1,1,0,1,0.991419,1,1,0.34838,0.994702,37.614503,19.901939,21.016935,4.850316,38.104405,-14.65112,-12.553541,-14.326129,-34.524725,-14.175788,-20.31004,-27.65581,-27.418862,-36.777105,-19.764957,-14.884912,-8.202868,-10.009075,-39.277512,-14.443997,5,66,0,8,784,56764,7,7,0,0,0
0,511,4,0,3,0,4,1,0,0.75,0,1,654,0,18,9,681,12.080756,30.941505,26.728045,28.913322,12.063706,147,0,9,0,156,7,0,0,0,7,48,0,3,0,51,36.75,0,2.25,0,39,296.1875,0,1.6875,0,342.5,0.224771,0,0.5,0,0.229075,0.010703,0,0,0,0.010279,0.073394,0,0.166667,0,0.07489,0.056193,0,0.125,0,0.057269,0.000692,0,0.005208,0,0.000739,483.235843,0,67.035247,0,513.344004,0.312639,0,0,0,-0.182964,285.478628,0,31.225897,0,304.353457,120.808961,0,16.758812,0,128.336001,14363.13526,0,128.990136,0,16391.2622,1,0,0,0,1,0.976933,0,0.950868,0,0.97646,39.288818,0,28.169291,0,39.29226,-12.58442,-32.194394,-13.57709,-34.966656,-12.556271,-17.792762,-34.824445,-25.131669,-36.78307,-17.650532,-12.869529,-36.946519,-14.233309,-39.539669,-12.844056,4,63,612,18,907,56764,5,7,0,3,23.3
0,511,4,0,3,0,4,1,0,0.75,0,1,619,0,5,7,631,12.080756,30.941505,26.728045,28.913322,12.063706,44,0,3,0,47,6,0,0,0,6,16,0,1,0,17,11,0,0.75,0,11.75,12.5,0,0.1875,0,15.1875,0.071082,0,0.6,0,0.074485,0.009693,0,0,0,0.009509,0.025848,0,0.2,0,0.026941,0.017771,0,0.15,0,0.018621,3.30E-05,0,0.0075,0,3.80E-05,123.936102,0,22.345082,0,133.980536,0.104213,0,0,0,-0.060988,69.783665,0,10.408632,0,76.088364,30.984025,0,5.586271,0,33.495134,754.491453,0,14.332237,0,911.070492,1,0,0,0,1,0.992666,0,0.950868,0,0.991446,35.21435,0,27.524365,0,35.57308,-16.588846,-32.194394,-15.022236,-34.966656,-16.41822,-21.627379,-34.824445,-27.635228,-36.78307,-21.426818,-16.754415,-36.946519,-13.686487,-39.539669,-16.596949,3,42,25,22,819,45943,1,6,0,0,0
2,511,4,1,1,1,4,1,0.25,0.25,0.25,1,306,1,1,7,315,12.080756,30.941505,26.728045,28.913322,12.063706,26,1,1,1,29,4,0,0,0,4,8,1,1,1,9,6.5,0.25,0.25,0.25,7.25,2.75,0.1875,0.1875,0.1875,3.6875,0.084967,1,1,0.142857,0.092063,0.013072,0,0,0,0.012698,0.026144,1,1,0.142857,0.028571,0.021242,0.25,0.25,0.035714,0.023016,2.90E-05,0.1875,0.1875,0.003827,3.70E-05,93.026084,6.007379,4.382963,5.307721,98.318329,0.026053,0,0,0,-0.01435,50.751756,6.007379,4.382963,5.307721,50.725576,23.256521,1.501845,1.095741,1.32693,24.579582,379.666745,6.766612,3.601943,5.282231,351.715864,1,0,0,0,1,0.997113,0.371424,0.309598,0.34838,0.998535,36.394575,10.191556,8.675304,5.93317,36.644456,-15.959043,-30.414006,-30.464302,-34.172335,-15.629449,-22.550548,-34.658312,-34.208743,-36.77113,-22.220429,-15.950974,-35.155305,-35.207742,-38.921043,-15.662022,2,43,6,2,35159,17727,14,56,0,0,0
2,511,4,0,4,4,4,1,0,1,1,1,448,0,15,13,476,12.080756,30.941505,26.728045,28.913322,12.063706,40,0,8,4,52,8,0,2,1,11,12,0,2,1,15,10,0,2,1,13,2,0,0,0,2,0.089286,0,0.533333,0.307692,0.109244,0.017857,0,0.133333,0.076923,0.023109,0.026786,0,0.133333,0.076923,0.031513,0.022321,0,0.133333,0.076923,0.027311,1.00E-05,0,0,0,9.00E-06,117.226676,0,53.45609,28.913322,153.232335,0.07816,0,8.765926,4.596661,-0.053813,63.439695,0,20.817265,10.609088,82.429061,29.306669,0,13.364022,7.228331,38.308084,585.708751,0,22.76789,5.854101,981.821738,1,0,1,1,1,0.998608,0,1,1,0.999182,36.348925,0,28.677253,22.343729,37.442812,-15.506794,-32.194394,-9.765406,-15.020229,-14.618464,-21.502923,-34.824445,-25.694104,-28.337736,-20.588008,-15.655284,-36.946519,-8.478361,-10.678561,-14.834162,3,63,148061,1,122,60244,4,3,0,0,0
1,511,4,0,4,3,4,1,0,1,0.75,1,828,0,30,10,868,12.080756,30.941505,26.728045,28.913322,12.063706,88,0,13,3,104,6,0,1,0,7,50,0,4,1,55,22,0,3.25,0.75,26,278,0,1.6875,0.1875,313,0.10628,0,0.433333,0.3,0.119816,0.007246,0,0.033333,0,0.008065,0.060386,0,0.133333,0.1,0.063364,0.02657,0,0.108333,0.075,0.029954,0.000405,0,0.001875,0.001875,0.000415,175.543984,0,93.763292,23.605601,228.095189,0.325665,0,4.382963,0,-0.197314,101.503512,0,41.634529,10.609088,133.154637,43.885996,0,23.440823,5.9014,57.023797,1668.99076,0,183.948909,16.233363,2925.038498,1,0,1,0,1,0.969738,0,0.972851,0.937354,0.975444,35.597329,0,26.536527,21.571334,36.678897,-15.818934,-32.194394,-11.156913,-18.234104,-15.176705,-20.248503,-34.824445,-24.198357,-28.92332,-19.543368,-16.034124,-36.946519,-9.859802,-16.911254,-15.430576,3,49,123,0,221,28028,116,174,0,0,0
0,511,4,0,3,3,4,1,0,0.75,0.75,1,519,0,4,8,531,12.080756,30.941505,26.728045,28.913322,12.063706,49,0,3,3,55,2,0,0,0,2,16,0,1,1,18,12.25,0,0.75,0.75,13.75,35.1875,0,0.1875,0.1875,46.1875,0.094412,0,0.75,0.375,0.103578,0.003854,0,0,0,0.003766,0.030829,0,0.25,0.125,0.033898,0.023603,0,0.1875,0.09375,0.025895,0.000131,0,0.011719,0.00293,0.000164,164.201387,0,22.345082,23.605601,184.505118,0.104213,0,0,0,-0.064575,101.503512,0,10.408632,10.609088,114.132546,41.050347,0,5.586271,5.9014,46.12628,1764.084113,0,14.332237,16.233363,2249.326424,1,0,0,0,1,0.97526,0,0.950868,0.937354,0.974552,35.728699,0,30.394127,24.559552,36.053687,-16.501429,-32.194394,-14.355769,-17.706659,-16.218698,-21.609098,-34.824445,-27.633233,-28.919338,-21.292343,-16.455623,-36.946519,-13.017199,-16.242098,-16.186615,3,35,0,3,199,54881,5,8,0,0,0
0,511,4,0,3,3,4,1,0,0.75,0.75,1,696,0,19,8,723,12.080756,30.941505,26.728045,28.913322,12.063706,70,0,12,3,85,1,0,0,0,1,25,0,4,1,30,17.5,0,3,0.75,21.25,92.25,0,3,0.1875,138.1875,0.100575,0,0.631579,0.375,0.117566,0.001437,0,0,0,0.001383,0.03592,0,0.210526,0.125,0.041494,0.025144,0,0.157895,0.09375,0.029391,0.00019,0,0.00831,0.00293,0.000264,228.060083,0,89.380329,23.605601,279.056645,0.162833,0,0,0,-0.107626,139.567329,0,41.634529,10.609088,171.198819,57.015021,0,22.345082,5.9014,69.764161,3491.849617,0,229.315798,16.233363,5279.105155,1,0,0,0,1,0.970701,0,0.950868,0.937354,0.970238,34.743902,0,32.595651,24.559552,35.204225,-17.796882,-32.194394,-12.593209,-17.570302,-17.332432,-21.217959,-34.824445,-24.404942,-28.919338,-20.687667,-17.149245,-36.946519,-13.532642,-16.242098,-16.708159,2,38,1,4,144,6204,71,172,0,0,0
0,511,4,0,0,0,4,1,0,0,0,1,300,0,8,7,315,12.080756,30.941505,26.728045,28.913322,12.063706,21,0,0,0,21,2,0,0,0,2,13,0,0,0,13,5.25,0,0,0,5.25,20.6875,0,0,0,20.6875,0.07,0,0,0,0.066667,0.006667,0,0,0,0.006349,0.043333,0,0,0,0.04127,0.0175,0,0,0,0.016667,0.00023,0,0,0,0.000208,43.941067,0,0,0,43.857896,0.026053,0,0,0,-0.01435,23.360441,0,0,0,23.326325,10.985267,0,0,0,10.964474,71.46857,0,0,0,71.476853,1,0,0,0,1,0.711412,0,0,0,0.711476,28.106999,0,0,0,27.926143,-18.476892,-32.194394,-31.837103,-34.966656,-18.671243,-24.591753,-34.824445,-34.214735,-36.78307,-24.62287,-17.872762,-36.946519,-36.816314,-39.539669,-18.066893,3,36,27,2,2938,11812,7,143,0,0,0
2,511,4,3,4,1,4,1,0.75,1,0.25,1,587,4,11,11,613,12.080756,30.941505,26.728045,28.913322,12.063706,42,3,4,1,50,10,0,1,0,11,12,1,1,1,14,10.5,0.75,1,0.25,12.5,0.75,0.1875,0,0.1875,1.25,0.07155,0.75,0.363636,0.090909,0.081566,0.017036,0,0.090909,0,0.017945,0.020443,0.25,0.090909,0.090909,0.022838,0.017888,0.1875,0.090909,0.022727,0.020392,2.00E-06,0.011719,0,0.00155,3.00E-06,120.82059,24.934127,26.728045,10.609088,149.303659,0.07816,0,4.382963,0,-0.050225,63.439695,11.309972,10.408632,10.609088,82.429061,30.205148,6.233532,6.682011,2.652272,37.325915,561.300153,17.555855,5.691972,21.103639,959.465157,1,0,1,0,1,0.999841,0.928463,1,0.69567,0.998818,35.504196,23.257877,21.016935,9.138852,36.491013,-16.319669,-15.035585,-14.326129,-29.306322,-15.761936,-21.526145,-28.061205,-27.418862,-32.25135,-20.932266,-16.509126,-13.702113,-10.009075,-34.045514,-15.990294,3,70,90,11,144,5643,91,20,0,0,0
2,511,4,0,4,4,4,1,0,1,1,1,393,4,12,13,422,12.080756,30.941505,26.728045,28.913322,12.063706,38,0,5,4,47,6,0,1,1,8,18,0,2,1,21,9.5,0,1.25,1,11.75,24.75,0,0.1875,0,29.1875,0.096692,0,0.416667,0.307692,0.111374,0.015267,0,0.083333,0.076923,0.018957,0.045802,0,0.166667,0.076923,0.049763,0.024173,0,0.104167,0.076923,0.027844,0.00016,0,0.001302,0,0.000164,94.061049,0,31.111008,28.913322,119.828796,0.052106,0,4.833417,4.596661,-0.035875,38.063817,0,10.408632,10.609088,50.725576,23.515262,0,7.777752,7.228331,29.957199,210.038891,0,4.255593,5.854101,348.204902,1,0,1,1,1,0.918263,0,0.965759,1,0.941522,34.836212,0,21.936037,22.343729,36.163508,-15.656882,-32.194394,-13.245181,-15.020229,-14.911192,-21.942553,-34.824445,-27.235094,-28.337736,-21.142213,-15.745838,-36.946519,-9.664912,-10.678561,-15.080487,3,65,148061,0,2622,60244,3,3,0,0,0
1,511,3,0,1,2,4,0.75,0,0.25,0.5,1,454,0,6,8,468,12.080756,30.941505,26.728045,28.913322,12.063706,12,0,1,2,15,0,0,0,0,1,10,0,1,1,12,3,0,0.25,0.5,3.75,16.5,0,0.1875,0.25,22.6875,0.026432,0,0.166667,0.25,0.032051,0,0,0,0,0.002137,0.022026,0,0.166667,0.125,0.025641,0.006608,0,0.041667,0.0625,0.008013,8.00E-05,0,0.005208,0.003906,0.000104,65.243165,0,10.408632,19.00894,81.811373,0,0,0,0,-0.003588,63.439695,0,10.408632,10.609088,76.088364,16.310791,0,2.602158,4.752235,20.452843,740.914089,0,20.31368,23.193827,1033.711579,0,0,0,0,1,0.826269,0,0.733134,0.887342,0.850265,21.594812,0,11.715091,19.77713,27.295139,-28.146385,-32.194394,-26.13773,-21.653298,-24.470245,-28.560124,-34.824445,-29.676406,-29.266148,-25.978917,-28.431375,-36.946519,-30.876905,-23.081291,-22.358629,3,36,0,2,7471,54881,2,6,0,0,0
0,511,4,0,3,0,4,1,0,0.75,0,1,684,0,21,9,714,12.080756,30.941505,26.728045,28.913322,12.063706,168,0,9,0,177,10,0,0,0,10,53,0,3,0,56,42,0,2.25,0,44.25,341.5,0,1.6875,0,391.1875,0.245614,0,0.428571,0,0.247899,0.01462,0,0,0,0.014006,0.077485,0,0.142857,0,0.078431,0.061404,0,0.107143,0,0.061975,0.00073,0,0.003827,0,0.000767,563.004423,0,67.035247,0,593.03181,0.338692,0,0,0,-0.197314,336.230384,0,31.225897,0,355.079033,140.751106,0,16.758812,0,148.257952,19397.09409,0,128.990136,0,21743.11465,1,0,0,0,1,0.979027,0,0.950868,0,0.978516,39.774663,0,25.687127,0,39.757354,-12.011736,-32.194394,-14.07552,-34.966656,-12.015002,-17.169083,-34.824445,-25.137611,-36.78307,-17.051601,-12.330188,-36.946519,-14.695618,-39.539669,-12.335485,4,57,653,18,891,56764,4,10,0,0,0
2,511,4,3,3,3,4,1,0.75,0.75,0.75,1,1195,7,8,14,1224,12.080756,30.941505,26.728045,28.913322,12.063706,76,3,3,3,85,16,0,0,0,17,27,1,1,1,30,19,0.75,0.75,0.75,21.25,21.5,0.1875,0.1875,0.1875,26.1875,0.063598,0.428571,0.375,0.214286,0.069444,0.013389,0,0,0,0.013889,0.022594,0.142857,0.125,0.071429,0.02451,0.0159,0.107143,0.09375,0.053571,0.017361,1.50E-05,0.003827,0.00293,0.000957,1.70E-05,195.160705,24.934127,22.345082,23.605601,225.582282,0.175859,0,0,0,-0.107626,101.503512,11.309972,10.408632,10.609088,120.473243,48.790176,6.233532,5.586271,5.9014,56.395571,1418.709016,17.555855,14.332237,16.233363,2076.119792,1,0,0,0,1,0.99806,0.928463,0.950868,0.937354,0.998317,34.982943,16.037923,21.448867,17.34944,35.766583,-16.778798,-16.701646,-16.4234,-19.232354,-16.411928,-20.336217,-28.067189,-27.641209,-28.931272,-19.942658,-17.071717,-15.380339,-15.09607,-17.920123,-16.71967,5,81,10,9,913,53946,4,7,0,0,0
2,511,4,0,4,3,4,1,0,1,0.75,1,424,0,20,14,458,12.080756,30.941505,26.728045,28.913322,12.063706,49,0,9,3,61,4,0,1,0,5,19,0,3,1,22,12.25,0,2.25,0.75,15.25,28.6875,0,0.6875,0.1875,39.1875,0.115566,0,0.45,0.214286,0.133188,0.009434,0,0.05,0,0.010917,0.044811,0,0.15,0.071429,0.048035,0.028892,0,0.1125,0.053571,0.033297,0.00016,0,0.001719,0.000957,0.000187,140.916299,0,66.584793,23.605601,183.533069,0.123753,0,4.382963,0,-0.078926,82.471604,0,31.225897,10.609088,107.791849,35.229075,0,16.646198,5.9014,45.883267,1125.872545,0,108.352185,16.233363,1936.800606,1,0,1,0,1,0.983898,0,0.973187,0.937354,0.983851,36.789649,0,27.275853,17.34944,37.672278,-15.02716,-32.194394,-11.187729,-19.232354,-14.364222,-21.184483,-34.824445,-25.115029,-28.931272,-20.41197,-15.145626,-36.946519,-9.508294,-17.920123,-14.549262,5,91,19,1,214,57125,10,71,0,0,0
